t,s	t_el,s	dte,s	dt,s	NRF	Pgas(t),Torr	Tgas(t),K	Te(t),[K]	Jel(t),[A/cm2]	Iel(t),[mA]	Vext(t),[kV]	Power(t),[W/cm^2]	<Iel>RF,[mA]	<Power>RF,[W/cm^2]	Ngas(t),[cm-3]	Xel	MNT,[g*cm-3*K]	MNTr,[g*cm-3*K]	e(t)	O+(t)	O2+(t)	O3+(t)	O4+(t)	O-(t)	O2-(t)	O3-(t)	O4-(t)	O2[a](t)	O2[b](t)	O2[Hz](t)	O(t)	O[1D](t)	O[1S](t)	O3(t)	O2(t)	
2.3124659e-004	1.6922191e-006	1.60e-011	3.57e-010	135.38	50.0	311.2	5859051363762.2	0.00e+000	58.552	1.716	8.32e+000	7.50e-002	1.06e-002	1.55e+018	1.71e-009	1.67698e-002	4.15234e-005	2.66e+009	1.17e+007	1.92e+010	6.95e-016	1.60e+011	4.61e+010	2.64e+010	1.03e+011	6.76e-016	4.64e+014	4.48e+014	5.15e+012	1.78e+015	6.22e+010	1.04e+011	1.69e+014	1.55e+018	
2.3137203e-004	1.6976601e-006	1.61e-011	4.82e-010	135.81	50.0	311.2	437065635192.2	0.00e+000	63.395	-1.760	9.92e+000	8.17e-002	1.28e-002	1.55e+018	1.71e-009	1.67694e-002	4.15221e-005	2.66e+009	1.17e+007	1.92e+010	6.97e-016	1.60e+011	4.62e+010	2.66e+010	1.04e+011	6.78e-016	4.64e+014	4.48e+014	5.17e+012	1.78e+015	6.63e+010	1.04e+011	1.69e+014	1.55e+018	
2.3154109e-004	1.7033240e-006	1.70e-011	6.49e-010	136.27	50.0	311.2	1301851962670.6	0.00e+000	63.392	1.680	9.95e+000	8.61e-002	1.35e-002	1.55e+018	1.71e-009	1.67689e-002	4.15204e-005	2.66e+009	1.16e+007	1.91e+010	6.99e-016	1.61e+011	4.63e+010	2.67e+010	1.04e+011	6.80e-016	4.65e+014	4.48e+014	5.17e+012	1.78e+015	6.67e+010	1.05e+011	1.69e+014	1.55e+018	
2.3176897e-004	1.7087229e-006	1.71e-011	8.75e-010	136.70	50.0	311.2	1961347931881.6	0.00e+000	63.798	-1.539	1.01e+001	8.72e-002	1.38e-002	1.55e+018	1.71e-009	1.67683e-002	4.15181e-005	2.66e+009	1.16e+007	1.91e+010	7.02e-016	1.61e+011	4.63e+010	2.69e+010	1.04e+011	6.81e-016	4.65e+014	4.48e+014	5.19e+012	1.79e+015	6.77e+010	1.05e+011	1.69e+014	1.55e+018	
2.3207611e-004	1.7142547e-006	1.94e-011	1.18e-009	137.14	50.0	311.2	367928461229.5	0.00e+000	64.656	1.468	1.05e+001	1.00e-001	1.63e-002	1.55e+018	1.70e-009	1.67674e-002	4.15150e-005	2.64e+009	1.14e+007	1.91e+010	7.04e-016	1.62e+011	4.64e+010	2.70e+010	1.04e+011	6.83e-016	4.66e+014	4.48e+014	5.18e+012	1.79e+015	6.97e+010	1.05e+011	1.70e+014	1.55e+018	
2.3249010e-004	1.7197116e-006	1.75e-011	1.59e-009	137.58	50.0	311.2	19151592051379.6	0.00e+000	64.453	-1.333	1.05e+001	9.04e-002	1.48e-002	1.55e+018	1.69e-009	1.67662e-002	4.15108e-005	2.63e+009	1.13e+007	1.90e+010	7.06e-016	1.62e+011	4.64e+010	2.72e+010	1.04e+011	6.85e-016	4.67e+014	4.48e+014	5.18e+012	1.79e+015	6.62e+010	1.03e+011	1.70e+014	1.55e+018	
2.3304808e-004	1.7248192e-006	2.15e-011	2.14e-009	137.99	50.0	311.3	232619735552.9	0.00e+000	16.375	-0.326	4.35e-001	2.82e-002	7.47e-004	1.55e+018	1.69e-009	1.67645e-002	4.15049e-005	2.63e+009	1.14e+007	1.90e+010	7.08e-016	1.63e+011	4.65e+010	2.73e+010	1.05e+011	6.87e-016	4.68e+014	4.48e+014	5.24e+012	1.80e+015	2.18e+009	1.04e+011	1.70e+014	1.55e+018	
2.3380016e-004	1.7304070e-006	1.84e-011	2.89e-009	138.43	50.0	311.3	54905876622589.3	0.00e+000	41.953	1.244	3.87e+000	6.17e-002	5.70e-003	1.55e+018	1.70e-009	1.67622e-002	4.14969e-005	2.64e+009	1.16e+007	1.91e+010	7.10e-016	1.63e+011	4.66e+010	2.74e+010	1.05e+011	6.89e-016	4.69e+014	4.48e+014	5.38e+012	1.80e+015	2.17e+010	1.10e+011	1.71e+014	1.55e+018	
2.3481386e-004	1.7358023e-006	1.59e-011	3.89e-009	138.86	50.0	311.4	859641617746.9	0.00e+000	61.091	-1.754	9.00e+000	7.77e-002	1.14e-002	1.55e+018	1.73e-009	1.67590e-002	4.14860e-005	2.68e+009	1.18e+007	1.91e+010	7.12e-016	1.63e+011	4.67e+010	2.76e+010	1.05e+011	6.91e-016	4.72e+014	4.48e+014	5.49e+012	1.81e+015	5.95e+010	1.18e+011	1.72e+014	1.55e+018	
2.3588882e-004	1.7414912e-006	1.61e-011	3.56e-009	139.32	50.0	311.4	12065822477413.4	0.00e+000	63.727	1.778	9.94e+000	8.21e-002	1.28e-002	1.55e+018	1.73e-009	1.67559e-002	4.14753e-005	2.69e+009	1.18e+007	1.90e+010	7.14e-016	1.64e+011	4.67e+010	2.77e+010	1.05e+011	6.93e-016	4.74e+014	4.48e+014	5.38e+012	1.81e+015	6.62e+010	1.11e+011	1.72e+014	1.55e+018	
2.3661422e-004	1.7469053e-006	1.66e-011	1.44e-009	139.75	50.0	311.5	3601472915696.5	0.00e+000	64.023	-1.633	9.94e+000	8.51e-002	1.32e-002	1.55e+018	1.73e-009	1.67539e-002	4.14681e-005	2.69e+009	1.17e+007	1.90e+010	7.17e-016	1.64e+011	4.68e+010	2.78e+010	1.05e+011	6.95e-016	4.75e+014	4.48e+014	5.23e+012	1.82e+015	6.67e+010	1.02e+011	1.73e+014	1.55e+018	
2.3711971e-004	1.7525170e-006	1.82e-011	1.94e-009	140.20	50.0	311.5	2835381794717.1	0.00e+000	64.145	1.540	1.00e+001	9.35e-002	1.46e-002	1.55e+018	1.73e-009	1.67524e-002	4.14630e-005	2.68e+009	1.17e+007	1.90e+010	7.19e-016	1.65e+011	4.68e+010	2.80e+010	1.05e+011	6.97e-016	4.76e+014	4.48e+014	5.23e+012	1.82e+015	6.78e+010	1.02e+011	1.73e+014	1.55e+018	
2.3780102e-004	1.7579291e-006	1.77e-011	2.62e-009	140.63	50.0	311.6	31064249778659.5	0.00e+000	64.322	-1.362	1.01e+001	9.09e-002	1.43e-002	1.55e+018	1.73e-009	1.67504e-002	4.14560e-005	2.68e+009	1.16e+007	1.89e+010	7.21e-016	1.65e+011	4.69e+010	2.81e+010	1.06e+011	6.98e-016	4.78e+014	4.48e+014	5.23e+012	1.83e+015	7.08e+010	1.02e+011	1.74e+014	1.55e+018	
2.3867575e-004	1.7633015e-006	2.21e-011	1.22e-009	141.06	50.0	311.6	1079577798377.0	0.00e+000	64.177	1.257	1.03e+001	1.13e-001	1.81e-002	1.55e+018	1.71e-009	1.67478e-002	4.14471e-005	2.66e+009	1.13e+007	1.89e+010	7.23e-016	1.65e+011	4.69e+010	2.83e+010	1.06e+011	7.00e-016	4.80e+014	4.47e+014	5.16e+012	1.83e+015	4.63e+010	9.54e+010	1.74e+014	1.55e+018	
2.3910415e-004	1.7688408e-006	2.50e-011	1.65e-009	141.51	50.0	311.6	306695253623628.5	0.00e+000	30.947	-0.169	1.79e+000	6.20e-002	3.58e-003	1.55e+018	1.73e-009	1.67465e-002	4.14427e-005	2.68e+009	1.15e+007	1.89e+010	7.25e-016	1.66e+011	4.70e+010	2.84e+010	1.06e+011	7.02e-016	4.81e+014	4.47e+014	5.18e+012	1.83e+015	2.36e+009	9.75e+010	1.75e+014	1.55e+018	
2.3968156e-004	1.7739696e-006	1.67e-011	2.22e-009	141.92	50.0	311.7	1772682156073.9	0.00e+000	48.645	-1.407	5.23e+000	6.52e-002	7.01e-003	1.55e+018	1.73e-009	1.67447e-002	4.14364e-005	2.69e+009	1.18e+007	1.89e+010	7.27e-016	1.66e+011	4.72e+010	2.85e+010	1.06e+011	7.04e-016	4.82e+014	4.48e+014	5.38e+012	1.84e+015	3.25e+010	1.06e+011	1.75e+014	1.55e+018	
2.4045982e-004	1.7796567e-006	1.60e-011	2.99e-009	142.37	50.0	311.7	119260646886462.4	0.00e+000	60.222	1.727	8.58e+000	7.69e-002	1.10e-002	1.55e+018	1.75e-009	1.67424e-002	4.14283e-005	2.72e+009	1.20e+007	1.89e+010	7.29e-016	1.66e+011	4.72e+010	2.87e+010	1.06e+011	7.06e-016	4.84e+014	4.48e+014	5.43e+012	1.84e+015	5.68e+010	1.10e+011	1.76e+014	1.55e+018	
2.4143061e-004	1.7850896e-006	1.61e-011	3.62e-009	142.81	50.0	311.8	11805902700539.6	0.00e+000	64.498	-1.741	9.94e+000	8.30e-002	1.28e-002	1.55e+018	1.76e-009	1.67394e-002	4.14181e-005	2.73e+009	1.19e+007	1.89e+010	7.31e-016	1.67e+011	4.73e+010	2.88e+010	1.06e+011	7.08e-016	4.86e+014	4.47e+014	5.45e+012	1.85e+015	6.62e+010	1.11e+011	1.76e+014	1.55e+018	
2.4212514e-004	1.7907620e-006	1.71e-011	7.41e-010	143.26	50.0	311.8	25821200900816.6	0.00e+000	64.471	1.651	9.96e+000	8.83e-002	1.36e-002	1.55e+018	1.75e-009	1.67375e-002	4.14115e-005	2.72e+009	1.19e+007	1.89e+010	7.34e-016	1.67e+011	4.73e+010	2.89e+010	1.07e+011	7.10e-016	4.87e+014	4.47e+014	5.20e+012	1.85e+015	6.68e+010	9.55e+010	1.77e+014	1.55e+018	
2.4238534e-004	1.7961687e-006	1.72e-011	9.99e-010	143.69	50.0	311.8	47596602614803.7	0.00e+000	64.904	-1.502	1.00e+001	8.91e-002	1.38e-002	1.55e+018	1.76e-009	1.67368e-002	4.14088e-005	2.73e+009	1.18e+007	1.88e+010	7.36e-016	1.68e+011	4.74e+010	2.91e+010	1.07e+011	7.12e-016	4.88e+014	4.47e+014	5.22e+012	1.86e+015	6.78e+010	9.69e+010	1.77e+014	1.55e+018	
2.4273604e-004	1.8016795e-006	2.01e-011	1.35e-009	144.13	50.0	311.8	7461027588845.8	0.00e+000	64.776	1.374	1.01e+001	1.04e-001	1.63e-002	1.55e+018	1.75e-009	1.67357e-002	4.14052e-005	2.72e+009	1.17e+007	1.88e+010	7.38e-016	1.68e+011	4.74e+010	2.92e+010	1.07e+011	7.13e-016	4.88e+014	4.47e+014	5.22e+012	1.86e+015	6.97e+010	9.68e+010	1.77e+014	1.55e+018	
2.4320875e-004	1.8071649e-006	1.76e-011	1.82e-009	144.57	50.0	311.9	502517208782663.6	0.00e+000	65.476	-1.274	1.05e+001	9.20e-002	1.47e-002	1.55e+018	1.75e-009	1.67343e-002	4.14004e-005	2.71e+009	1.16e+007	1.87e+010	7.40e-016	1.68e+011	4.75e+010	2.93e+010	1.07e+011	7.15e-016	4.89e+014	4.47e+014	5.22e+012	1.86e+015	6.68e+010	9.62e+010	1.78e+014	1.55e+018	
2.4384588e-004	1.8122424e-006	2.05e-011	2.45e-009	144.98	50.0	311.9	5036411871033.4	0.00e+000	16.088	-0.452	4.76e-001	2.64e-002	7.81e-004	1.55e+018	1.74e-009	1.67324e-002	4.13937e-005	2.71e+009	1.17e+007	1.88e+010	7.42e-016	1.69e+011	4.76e+010	2.95e+010	1.07e+011	7.17e-016	4.91e+014	4.47e+014	5.31e+012	1.87e+015	2.51e+009	9.85e+010	1.78e+014	1.55e+018	
2.4470463e-004	1.8178863e-006	1.84e-011	3.30e-009	145.43	50.0	312.0	1315605262638094.7	0.00e+000	42.728	1.248	3.89e+000	6.28e-002	5.71e-003	1.55e+018	1.75e-009	1.67298e-002	4.13845e-005	2.72e+009	1.19e+007	1.88e+010	7.44e-016	1.69e+011	4.77e+010	2.96e+010	1.07e+011	7.19e-016	4.93e+014	4.47e+014	5.47e+012	1.87e+015	2.10e+010	1.05e+011	1.79e+014	1.55e+018	
2.4518553e-004	1.8232758e-006	1.58e-011	1.49e-009	145.86	50.0	312.0	20865546369181.4	0.00e+000	62.399	-1.748	9.07e+000	7.88e-002	1.15e-002	1.55e+018	1.78e-009	1.67284e-002	4.13797e-005	2.76e+009	1.21e+007	1.88e+010	7.46e-016	1.70e+011	4.78e+010	2.97e+010	1.08e+011	7.21e-016	4.94e+014	4.46e+014	5.37e+012	1.87e+015	6.19e+010	1.03e+011	1.79e+014	1.55e+018	
2.4570972e-004	1.8289832e-006	1.62e-011	2.01e-009	146.32	50.0	312.0	290518369982172.8	0.00e+000	64.737	1.755	9.89e+000	8.39e-002	1.28e-002	1.55e+018	1.78e-009	1.67268e-002	4.13743e-005	2.76e+009	1.21e+007	1.88e+010	7.49e-016	1.70e+011	4.79e+010	2.99e+010	1.08e+011	7.23e-016	4.95e+014	4.46e+014	5.39e+012	1.88e+015	6.59e+010	1.04e+011	1.79e+014	1.55e+018	
2.4626397e-004	1.8344058e-006	1.65e-011	1.74e-009	146.75	50.0	312.1	122342629771833.4	0.00e+000	65.246	-1.618	9.97e+000	8.63e-002	1.32e-002	1.55e+018	1.78e-009	1.67252e-002	4.13686e-005	2.76e+009	1.20e+007	1.87e+010	7.51e-016	1.70e+011	4.79e+010	3.00e+010	1.08e+011	7.25e-016	4.96e+014	4.46e+014	5.36e+012	1.88e+015	6.65e+010	1.02e+011	1.80e+014	1.55e+018	
2.4687404e-004	1.8400173e-006	1.85e-011	2.34e-009	147.20	50.0	312.1	69939460657179.4	0.00e+000	65.344	1.509	1.00e+001	9.68e-002	1.49e-002	1.55e+018	1.78e-009	1.67234e-002	4.13623e-005	2.76e+009	1.20e+007	1.87e+010	7.53e-016	1.71e+011	4.80e+010	3.01e+010	1.08e+011	7.27e-016	4.97e+014	4.46e+014	5.35e+012	1.88e+015	6.78e+010	1.01e+011	1.80e+014	1.55e+018	
2.4769632e-004	1.8454471e-006	1.77e-011	3.16e-009	147.64	50.0	312.1	818455370287682.0	0.00e+000	65.595	-1.360	1.01e+001	9.28e-002	1.43e-002	1.55e+018	1.78e-009	1.67209e-002	4.13538e-005	2.76e+009	1.19e+007	1.87e+010	7.55e-016	1.71e+011	4.80e+010	3.03e+010	1.08e+011	7.28e-016	4.99e+014	4.46e+014	5.34e+012	1.89e+015	6.88e+010	9.96e+010	1.81e+014	1.55e+018	
2.4873789e-004	1.8507935e-006	2.23e-011	7.25e-010	148.06	50.0	312.2	25877469802647.8	0.00e+000	65.497	1.180	1.03e+001	1.17e-001	1.85e-002	1.55e+018	1.77e-009	1.67178e-002	4.13431e-005	2.74e+009	1.16e+007	1.86e+010	7.57e-016	1.71e+011	4.81e+010	3.04e+010	1.08e+011	7.30e-016	5.01e+014	4.45e+014	5.22e+012	1.90e+015	3.66e+010	8.97e+010	1.81e+014	1.55e+018	
2.4899232e-004	1.8563900e-006	2.36e-011	9.77e-010	148.51	50.0	312.2	8097011158364404.0	0.00e+000	35.551	-0.259	2.42e+000	6.72e-002	4.57e-003	1.55e+018	1.79e-009	1.67171e-002	4.13405e-005	2.77e+009	1.17e+007	1.86e+010	7.59e-016	1.72e+011	4.82e+010	3.05e+010	1.08e+011	7.32e-016	5.02e+014	4.45e+014	5.24e+012	1.90e+015	5.29e+009	9.12e+010	1.82e+014	1.55e+018	
2.4933526e-004	1.8614891e-006	1.67e-011	1.32e-009	148.92	50.0	312.2	48595967557563.0	0.00e+000	48.592	-1.383	5.02e+000	6.48e-002	6.70e-003	1.55e+018	1.78e-009	1.67160e-002	4.13367e-005	2.76e+009	1.21e+007	1.87e+010	7.61e-016	1.72e+011	4.83e+010	3.07e+010	1.09e+011	7.34e-016	5.02e+014	4.45e+014	5.37e+012	1.90e+015	3.50e+010	9.72e+010	1.82e+014	1.55e+018	
2.4979748e-004	1.8672048e-006	1.61e-011	1.78e-009	149.38	50.0	312.3	3855366569545067.5	0.00e+000	60.109	1.687	8.20e+000	7.76e-002	1.06e-002	1.55e+018	1.80e-009	1.67146e-002	4.13319e-005	2.79e+009	1.22e+007	1.87e+010	7.64e-016	1.73e+011	4.84e+010	3.08e+010	1.09e+011	7.36e-016	5.03e+014	4.45e+014	5.41e+012	1.90e+015	5.55e+010	1.01e+011	1.82e+014	1.55e+018	
2.5042049e-004	1.8726390e-006	1.60e-011	2.39e-009	149.81	50.0	312.3	370700960751809.5	0.00e+000	65.613	-1.733	9.92e+000	8.38e-002	1.27e-002	1.55e+018	1.81e-009	1.67127e-002	4.13252e-005	2.80e+009	1.22e+007	1.86e+010	7.66e-016	1.73e+011	4.85e+010	3.09e+010	1.09e+011	7.38e-016	5.05e+014	4.45e+014	5.46e+012	1.91e+015	6.61e+010	1.03e+011	1.83e+014	1.55e+018	
2.5119256e-004	1.8783172e-006	1.72e-011	2.74e-009	150.27	50.0	312.4	824095647430913.4	0.00e+000	65.715	1.640	9.95e+000	9.06e-002	1.37e-002	1.55e+018	1.81e-009	1.67104e-002	4.13173e-005	2.80e+009	1.22e+007	1.86e+010	7.68e-016	1.73e+011	4.85e+010	3.11e+010	1.09e+011	7.39e-016	5.06e+014	4.45e+014	5.44e+012	1.91e+015	6.63e+010	1.01e+011	1.83e+014	1.55e+018	
2.5188800e-004	1.8837388e-006	1.70e-011	1.51e-009	150.70	50.0	312.4	1360654780652777.5	0.00e+000	66.201	-1.491	1.01e+001	9.01e-002	1.37e-002	1.55e+018	1.81e-009	1.67084e-002	4.13103e-005	2.81e+009	1.21e+007	1.86e+010	7.70e-016	1.74e+011	4.86e+010	3.12e+010	1.09e+011	7.41e-016	5.08e+014	4.45e+014	5.35e+012	1.92e+015	6.75e+010	9.58e+010	1.84e+014	1.55e+018	
2.5241644e-004	1.8892535e-006	2.01e-011	2.03e-009	151.14	50.0	312.4	234001348569989.6	0.00e+000	66.974	1.390	1.04e+001	1.08e-001	1.67e-002	1.55e+018	1.81e-009	1.67068e-002	4.13049e-005	2.80e+009	1.20e+007	1.85e+010	7.72e-016	1.74e+011	4.86e+010	3.13e+010	1.09e+011	7.43e-016	5.09e+014	4.45e+014	5.34e+012	1.92e+015	7.02e+010	9.46e+010	1.84e+014	1.54e+018	
2.5312871e-004	1.8947568e-006	1.76e-011	2.74e-009	151.58	50.0	312.5	14693679982444096.0	0.00e+000	67.205	-1.260	1.06e+001	9.47e-002	1.49e-002	1.55e+018	1.81e-009	1.67047e-002	4.12975e-005	2.80e+009	1.19e+007	1.85e+010	7.74e-016	1.74e+011	4.87e+010	3.14e+010	1.09e+011	7.45e-016	5.11e+014	4.44e+014	5.33e+012	1.92e+015	7.12e+010	9.27e+010	1.84e+014	1.54e+018	
2.5408873e-004	1.8998274e-006	2.11e-011	3.69e-009	151.99	50.0	312.5	145791719544782.8	0.00e+000	19.196	-0.310	5.46e-001	3.24e-002	9.22e-004	1.55e+018	1.81e-009	1.67018e-002	4.12873e-005	2.79e+009	1.19e+007	1.85e+010	7.76e-016	1.75e+011	4.88e+010	3.15e+010	1.10e+011	7.47e-016	5.13e+014	4.44e+014	5.38e+012	1.93e+015	1.17e+009	9.26e+010	1.85e+014	1.54e+018	
2.5468367e-004	1.9055041e-006	1.93e-011	2.11e-009	152.44	50.0	312.6	51630315367470584.0	0.00e+000	37.638	1.103	2.87e+000	5.81e-002	4.43e-003	1.55e+018	1.81e-009	1.67000e-002	4.12811e-005	2.80e+009	1.22e+007	1.85e+010	7.78e-016	1.75e+011	4.89e+010	3.17e+010	1.10e+011	7.49e-016	5.14e+014	4.44e+014	5.44e+012	1.93e+015	1.71e+010	9.52e+010	1.86e+014	1.54e+018	
2.5542469e-004	1.9108668e-006	1.57e-011	2.85e-009	152.87	50.0	312.6	718966378747457.9	0.00e+000	62.350	-1.713	8.67e+000	7.85e-002	1.09e-002	1.55e+018	1.83e-009	1.66977e-002	4.12730e-005	2.84e+009	1.24e+007	1.85e+010	7.81e-016	1.75e+011	4.90e+010	3.18e+010	1.10e+011	7.50e-016	5.16e+014	4.44e+014	5.57e+012	1.94e+015	5.74e+010	1.03e+011	1.86e+014	1.54e+018	
2.5642348e-004	1.9166010e-006	1.62e-011	3.84e-009	153.33	50.0	312.7	2588926737024061.0	0.00e+000	65.750	1.749	9.82e+000	8.51e-002	1.27e-002	1.55e+018	1.84e-009	1.66947e-002	4.12626e-005	2.84e+009	1.24e+007	1.85e+010	7.83e-016	1.76e+011	4.91e+010	3.19e+010	1.10e+011	7.52e-016	5.18e+014	4.44e+014	5.58e+012	1.95e+015	6.54e+010	1.04e+011	1.87e+014	1.54e+018	
2.5712558e-004	1.9220311e-006	1.64e-011	1.26e-009	153.76	50.0	312.7	4154931641953685.0	0.00e+000	66.444	-1.615	9.94e+000	8.72e-002	1.30e-002	1.55e+018	1.84e-009	1.66927e-002	4.12556e-005	2.85e+009	1.23e+007	1.85e+010	7.85e-016	1.76e+011	4.91e+010	3.21e+010	1.10e+011	7.54e-016	5.19e+014	4.43e+014	5.38e+012	1.95e+015	6.64e+010	9.27e+010	1.87e+014	1.54e+018	
2.5756681e-004	1.9276670e-006	1.83e-011	1.69e-009	154.21	50.0	312.7	959328587666048.9	0.00e+000	66.577	1.506	1.00e+001	9.76e-002	1.47e-002	1.55e+018	1.84e-009	1.66913e-002	4.12511e-005	2.84e+009	1.23e+007	1.84e+010	7.87e-016	1.76e+011	4.92e+010	3.22e+010	1.10e+011	7.56e-016	5.20e+014	4.43e+014	5.39e+012	1.95e+015	6.75e+010	9.33e+010	1.88e+014	1.54e+018	
2.5816152e-004	1.9331131e-006	1.76e-011	2.28e-009	154.65	50.0	312.8	3032857527709976.5	0.00e+000	66.922	-1.353	1.01e+001	9.43e-002	1.42e-002	1.55e+018	1.84e-009	1.66896e-002	4.12449e-005	2.85e+009	1.22e+007	1.84e+010	7.89e-016	1.77e+011	4.93e+010	3.23e+010	1.10e+011	7.58e-016	5.21e+014	4.43e+014	5.40e+012	1.96e+015	6.84e+010	9.38e+010	1.88e+014	1.54e+018	
2.5896098e-004	1.9384797e-006	2.25e-011	3.00e-009	155.08	50.0	312.8	415146295821807.1	0.00e+000	67.488	1.236	1.04e+001	1.21e-001	1.87e-002	1.55e+018	1.83e-009	1.66872e-002	4.12367e-005	2.83e+009	1.19e+007	1.83e+010	7.91e-016	1.77e+011	4.93e+010	3.24e+010	1.10e+011	7.60e-016	5.23e+014	4.42e+014	5.35e+012	1.96e+015	7.06e+010	8.89e+010	1.89e+014	1.54e+018	
2.5999618e-004	1.9441289e-006	1.99e-011	1.91e-009	155.53	50.0	312.9	14339776368732812.0	0.00e+000	53.146	-0.727	5.86e+000	8.47e-002	9.34e-003	1.55e+018	1.84e-009	1.66841e-002	4.12259e-005	2.84e+009	1.19e+007	1.83e+010	7.93e-016	1.77e+011	4.94e+010	3.25e+010	1.11e+011	7.61e-016	5.25e+014	4.42e+014	5.31e+012	1.97e+015	1.53e+010	8.56e+010	1.89e+014	1.54e+018	
2.6066696e-004	1.9491630e-006	1.71e-011	2.58e-009	155.93	50.0	312.9	394899263234986.4	0.00e+000	42.956	-1.218	3.66e+000	5.86e-002	5.00e-003	1.55e+018	1.83e-009	1.66820e-002	4.12184e-005	2.84e+009	1.23e+007	1.84e+010	7.95e-016	1.78e+011	4.96e+010	3.27e+010	1.11e+011	7.63e-016	5.27e+014	4.42e+014	5.56e+012	1.97e+015	2.01e+010	9.52e+010	1.90e+014	1.54e+018	
2.6157107e-004	1.9549122e-006	1.66e-011	3.47e-009	156.39	50.0	313.0	5358191080521791.0	0.00e+000	57.085	1.575	6.98e+000	7.58e-002	9.27e-003	1.55e+018	1.86e-009	1.66792e-002	4.12088e-005	2.87e+009	1.25e+007	1.84e+010	7.98e-016	1.78e+011	4.96e+010	3.28e+010	1.11e+011	7.65e-016	5.29e+014	4.42e+014	5.63e+012	1.98e+015	4.36e+010	1.00e+011	1.90e+014	1.54e+018	
2.6192179e-004	1.9603391e-006	1.57e-011	4.59e-010	156.83	50.0	313.0	1280672680551940.5	0.00e+000	66.793	-1.747	9.89e+000	8.41e-002	1.25e-002	1.55e+018	1.87e-009	1.66783e-002	4.12057e-005	2.89e+009	1.25e+007	1.84e+010	8.00e-016	1.78e+011	4.97e+010	3.29e+010	1.11e+011	7.67e-016	5.30e+014	4.41e+014	5.38e+012	1.98e+015	6.59e+010	8.87e+010	1.91e+014	1.54e+018	
2.6208274e-004	1.9660607e-006	1.69e-011	6.18e-010	157.28	50.0	313.0	1278233023848655.5	0.00e+000	66.949	1.658	9.95e+000	9.07e-002	1.35e-002	1.55e+018	1.87e-009	1.66778e-002	4.12040e-005	2.89e+009	1.25e+007	1.83e+010	8.02e-016	1.79e+011	4.98e+010	3.30e+010	1.11e+011	7.69e-016	5.30e+014	4.41e+014	5.39e+012	1.98e+015	6.64e+010	8.94e+010	1.91e+014	1.54e+018	
2.6229968e-004	1.9714955e-006	1.68e-011	8.33e-010	157.72	50.0	313.0	2875307055790412.5	0.00e+000	67.282	-1.505	9.95e+000	9.06e-002	1.34e-002	1.55e+018	1.87e-009	1.66771e-002	4.12017e-005	2.90e+009	1.24e+007	1.83e+010	8.04e-016	1.79e+011	4.99e+010	3.32e+010	1.11e+011	7.71e-016	5.30e+014	4.41e+014	5.41e+012	1.98e+015	6.72e+010	9.03e+010	1.91e+014	1.54e+018	
2.6259208e-004	1.9770556e-006	1.99e-011	1.12e-009	158.16	50.0	313.1	848938229144038.1	0.00e+000	67.462	1.376	1.01e+001	1.07e-001	1.60e-002	1.55e+018	1.87e-009	1.66763e-002	4.11987e-005	2.89e+009	1.23e+007	1.82e+010	8.06e-016	1.80e+011	4.99e+010	3.33e+010	1.11e+011	7.72e-016	5.31e+014	4.41e+014	5.41e+012	1.98e+015	6.80e+010	9.02e+010	1.91e+014	1.54e+018	
2.6298620e-004	1.9825608e-006	1.79e-011	1.51e-009	158.60	50.0	313.1	4820303568471997.0	0.00e+000	67.767	-1.234	1.02e+001	9.69e-002	1.46e-002	1.55e+018	1.87e-009	1.66751e-002	4.11946e-005	2.89e+009	1.22e+007	1.82e+010	8.08e-016	1.80e+011	5.00e+010	3.34e+010	1.11e+011	7.74e-016	5.32e+014	4.41e+014	5.41e+012	1.99e+015	6.98e+010	9.01e+010	1.91e+014	1.54e+018	
2.6351740e-004	1.9876968e-006	2.49e-011	2.04e-009	159.02	50.0	313.1	430721676267776.9	0.00e+000	42.004	0.381	3.25e+000	8.36e-002	6.47e-003	1.54e+018	1.87e-009	1.66735e-002	4.11891e-005	2.89e+009	1.20e+007	1.82e+010	8.10e-016	1.80e+011	5.01e+010	3.35e+010	1.11e+011	7.76e-016	5.33e+014	4.41e+014	5.40e+012	1.99e+015	4.38e+009	8.79e+010	1.92e+014	1.54e+018	
2.6423339e-004	1.9934226e-006	2.37e-011	2.75e-009	159.47	50.0	313.2	16817198648270856.0	0.00e+000	16.791	0.536	6.25e-001	3.18e-002	1.18e-003	1.54e+018	1.87e-009	1.66713e-002	4.11815e-005	2.89e+009	1.22e+007	1.82e+010	8.13e-016	1.81e+011	5.02e+010	3.36e+010	1.12e+011	7.78e-016	5.35e+014	4.41e+014	5.50e+012	1.99e+015	3.85e+009	9.06e+010	1.92e+014	1.54e+018	
2.6486915e-004	1.9986676e-006	1.59e-011	2.36e-009	159.89	50.0	313.2	714703710935677.9	0.00e+000	58.111	-1.586	7.08e+000	7.41e-002	9.03e-003	1.54e+018	1.88e-009	1.66693e-002	4.11745e-005	2.90e+009	1.25e+007	1.82e+010	8.15e-016	1.81e+011	5.03e+010	3.38e+010	1.12e+011	7.79e-016	5.36e+014	4.40e+014	5.63e+012	2.00e+015	4.57e+010	9.72e+010	1.93e+014	1.54e+018	
