t,s	t_el,s	dte,s	dt,s	NRF	Pgas(t),Torr	Tgas(t),K	Te(t),[K]	Jel(t),[A/cm2]	Iel(t),[mA]	Vext(t),[kV]	Power(t),[W/cm^2]	<Iel>RF,[mA]	<Power>RF,[W/cm^2]	Ngas(t),[cm-3]	Xel	MNT,[g*cm-3*K]	MNTr,[g*cm-3*K]	e(t)	O+(t)	O2+(t)	O3+(t)	O4+(t)	O-(t)	O2-(t)	O3-(t)	O4-(t)	O2[a](t)	O2[b](t)	O2[Hz](t)	O(t)	O[1D](t)	O[1S](t)	O3(t)	O2(t)	
1.6286278e-004	1.0746440e-006	2.01e-011	5.64e-009	85.97	50.0	307.4	114951.1	0.00e+000	22.242	-0.634	1.16e+000	3.57e-002	1.87e-003	1.57e+018	1.41e-009	1.69664e-002	4.21969e-005	2.22e+009	7.58e+006	1.99e+010	4.49e-016	1.05e+011	4.00e+010	1.06e+010	7.21e+010	4.48e-016	3.23e+014	4.10e+014	4.95e+012	1.30e+015	3.15e+009	1.42e+011	1.15e+014	1.57e+018	
1.6411049e-004	1.0799977e-006	1.63e-011	4.51e-009	86.40	50.0	307.4	3041704.4	0.00e+000	50.812	1.652	7.48e+000	6.62e-002	9.75e-003	1.57e+018	1.46e-009	1.69628e-002	4.21850e-005	2.29e+009	7.84e+006	2.00e+010	4.51e-016	1.06e+011	4.01e+010	1.07e+010	7.24e+010	4.50e-016	3.25e+014	4.12e+014	4.99e+012	1.31e+015	4.75e+010	1.53e+011	1.16e+014	1.57e+018	
1.6543626e-004	1.0854367e-006	1.60e-011	4.83e-009	86.83	50.0	307.5	180252.8	0.00e+000	57.482	-1.856	9.93e+000	7.38e-002	1.27e-002	1.57e+018	1.46e-009	1.69591e-002	4.21724e-005	2.30e+009	7.89e+006	2.00e+010	4.53e-016	1.07e+011	4.01e+010	1.08e+010	7.28e+010	4.52e-016	3.28e+014	4.14e+014	4.99e+012	1.32e+015	6.59e+010	1.54e+011	1.17e+014	1.57e+018	
1.6666386e-004	1.0909147e-006	1.62e-011	3.52e-009	87.27	50.0	307.6	608245.9	0.00e+000	57.353	1.802	9.94e+000	7.46e-002	1.29e-002	1.57e+018	1.46e-009	1.69558e-002	4.21614e-005	2.29e+009	7.91e+006	2.00e+010	4.55e-016	1.07e+011	4.01e+010	1.09e+010	7.31e+010	4.54e-016	3.30e+014	4.15e+014	4.83e+012	1.33e+015	6.62e+010	1.43e+011	1.18e+014	1.57e+018	
1.6778571e-004	1.0962912e-006	1.69e-011	3.81e-009	87.70	50.0	307.6	468907.2	0.00e+000	57.435	-1.710	1.00e+001	7.77e-002	1.36e-002	1.57e+018	1.45e-009	1.69527e-002	4.21508e-005	2.28e+009	7.89e+006	1.99e+010	4.57e-016	1.08e+011	4.02e+010	1.11e+010	7.35e+010	4.56e-016	3.32e+014	4.16e+014	4.82e+012	1.34e+015	6.73e+010	1.42e+011	1.19e+014	1.57e+018	
1.6897330e-004	1.1017211e-006	1.76e-011	2.89e-009	88.14	50.0	307.7	214764.8	0.00e+000	58.117	1.702	1.05e+001	8.19e-002	1.48e-002	1.57e+018	1.43e-009	1.69495e-002	4.21399e-005	2.25e+009	7.84e+006	1.99e+010	4.60e-016	1.08e+011	4.02e+010	1.12e+010	7.38e+010	4.59e-016	3.35e+014	4.17e+014	4.72e+012	1.35e+015	7.02e+010	1.32e+011	1.20e+014	1.57e+018	
1.6997993e-004	1.1070717e-006	1.73e-011	3.59e-009	88.57	50.0	307.7	3087662.2	0.00e+000	57.505	-1.614	1.05e+001	7.94e-002	1.45e-002	1.57e+018	1.41e-009	1.69467e-002	4.21306e-005	2.21e+009	7.75e+006	1.98e+010	4.62e-016	1.09e+011	4.02e+010	1.13e+010	7.42e+010	4.61e-016	3.37e+014	4.18e+014	4.70e+012	1.35e+015	6.44e+010	1.28e+011	1.21e+014	1.57e+018	
1.7124090e-004	1.1121438e-006	2.01e-011	4.84e-009	88.97	50.0	307.8	172762.4	0.00e+000	21.836	-0.631	1.11e+000	3.51e-002	1.79e-003	1.57e+018	1.43e-009	1.69431e-002	4.21180e-005	2.24e+009	8.01e+006	1.99e+010	4.64e-016	1.09e+011	4.03e+010	1.14e+010	7.45e+010	4.63e-016	3.40e+014	4.20e+014	4.94e+012	1.36e+015	3.31e+009	1.37e+011	1.22e+014	1.57e+018	
1.7227471e-004	1.1175165e-006	1.63e-011	3.72e-009	89.40	50.0	307.9	5219329.6	0.00e+000	50.822	1.639	7.36e+000	6.63e-002	9.60e-003	1.57e+018	1.47e-009	1.69401e-002	4.21081e-005	2.31e+009	8.30e+006	2.00e+010	4.66e-016	1.10e+011	4.04e+010	1.15e+010	7.49e+010	4.65e-016	3.42e+014	4.21e+014	4.97e+012	1.37e+015	4.72e+010	1.46e+011	1.23e+014	1.57e+018	
1.7347627e-004	1.1229562e-006	1.61e-011	4.51e-009	89.84	50.0	307.9	285666.9	0.00e+000	57.740	-1.846	9.85e+000	7.42e-002	1.27e-002	1.57e+018	1.48e-009	1.69367e-002	4.20964e-005	2.33e+009	8.37e+006	2.00e+010	4.68e-016	1.10e+011	4.04e+010	1.17e+010	7.52e+010	4.67e-016	3.44e+014	4.22e+014	5.01e+012	1.38e+015	6.55e+010	1.50e+011	1.24e+014	1.57e+018	
1.7477898e-004	1.1284532e-006	1.62e-011	4.29e-009	90.28	50.0	308.0	1114987.9	0.00e+000	57.912	1.806	9.97e+000	7.51e-002	1.29e-002	1.57e+018	1.48e-009	1.69331e-002	4.20844e-005	2.31e+009	8.39e+006	1.99e+010	4.70e-016	1.11e+011	4.04e+010	1.18e+010	7.55e+010	4.69e-016	3.47e+014	4.23e+014	4.91e+012	1.39e+015	6.63e+010	1.43e+011	1.25e+014	1.57e+018	
1.7628316e-004	1.1338336e-006	1.69e-011	5.78e-009	90.71	50.0	308.1	811139.5	0.00e+000	57.910	-1.696	1.00e+001	7.84e-002	1.36e-002	1.57e+018	1.47e-009	1.69289e-002	4.20698e-005	2.30e+009	8.38e+006	1.99e+010	4.73e-016	1.11e+011	4.04e+010	1.19e+010	7.59e+010	4.71e-016	3.50e+014	4.25e+014	4.91e+012	1.40e+015	6.75e+010	1.43e+011	1.26e+014	1.57e+018	
1.7768813e-004	1.1392799e-006	1.81e-011	5.07e-010	91.14	50.0	308.2	361134.9	0.00e+000	57.647	1.637	1.01e+001	8.34e-002	1.45e-002	1.57e+018	1.45e-009	1.69250e-002	4.20566e-005	2.28e+009	8.34e+006	1.98e+010	4.75e-016	1.12e+011	4.04e+010	1.20e+010	7.62e+010	4.73e-016	3.53e+014	4.26e+014	4.80e+012	1.41e+015	6.01e+010	1.26e+011	1.27e+014	1.57e+018	
1.7786616e-004	1.1446330e-006	1.72e-011	6.84e-010	91.57	50.0	308.2	5401653.5	0.00e+000	58.297	-1.612	1.06e+001	8.03e-002	1.46e-002	1.57e+018	1.43e-009	1.69245e-002	4.20549e-005	2.25e+009	8.26e+006	1.98e+010	4.77e-016	1.12e+011	4.05e+010	1.22e+010	7.65e+010	4.75e-016	3.53e+014	4.26e+014	4.80e+012	1.41e+015	3.96e+010	1.26e+011	1.27e+014	1.57e+018	
1.7810612e-004	1.1497244e-006	2.07e-011	9.21e-010	91.98	50.0	308.2	273923.0	0.00e+000	16.493	-0.499	6.71e-001	2.73e-002	1.11e-003	1.57e+018	1.45e-009	1.69238e-002	4.20525e-005	2.27e+009	8.49e+006	1.99e+010	4.79e-016	1.13e+011	4.06e+010	1.23e+010	7.69e+010	4.77e-016	3.53e+014	4.26e+014	4.85e+012	1.41e+015	1.18e+010	1.29e+011	1.28e+014	1.57e+018	
1.7842954e-004	1.1551063e-006	1.67e-011	1.24e-009	92.41	50.0	308.2	9840772.5	0.00e+000	49.075	1.565	6.68e+000	6.54e-002	8.91e-003	1.57e+018	1.49e-009	1.69228e-002	4.20493e-005	2.33e+009	8.78e+006	2.00e+010	4.81e-016	1.13e+011	4.07e+010	1.24e+010	7.72e+010	4.79e-016	3.54e+014	4.26e+014	4.90e+012	1.42e+015	4.77e+010	1.34e+011	1.28e+014	1.57e+018	
1.7886547e-004	1.1605474e-006	1.60e-011	1.67e-009	92.84	50.0	308.2	460768.6	0.00e+000	58.071	-1.848	9.83e+000	7.44e-002	1.26e-002	1.57e+018	1.50e-009	1.69216e-002	4.20450e-005	2.35e+009	8.85e+006	2.00e+010	4.83e-016	1.14e+011	4.07e+010	1.26e+010	7.76e+010	4.81e-016	3.55e+014	4.27e+014	4.93e+012	1.42e+015	6.58e+010	1.37e+011	1.28e+014	1.57e+018	
1.7945303e-004	1.1660581e-006	1.62e-011	2.26e-009	93.28	50.0	308.2	2040433.5	0.00e+000	58.295	1.806	9.96e+000	7.56e-002	1.29e-002	1.57e+018	1.49e-009	1.69199e-002	4.20395e-005	2.34e+009	8.85e+006	1.99e+010	4.86e-016	1.14e+011	4.07e+010	1.27e+010	7.79e+010	4.83e-016	3.56e+014	4.27e+014	4.93e+012	1.42e+015	6.64e+010	1.38e+011	1.29e+014	1.57e+018	
1.8018027e-004	1.1714459e-006	1.69e-011	2.54e-009	93.72	50.0	308.3	1290593.3	0.00e+000	58.393	-1.703	1.00e+001	7.89e-002	1.36e-002	1.57e+018	1.49e-009	1.69179e-002	4.20324e-005	2.33e+009	8.82e+006	1.99e+010	4.88e-016	1.15e+011	4.08e+010	1.28e+010	7.82e+010	4.85e-016	3.58e+014	4.28e+014	4.92e+012	1.43e+015	6.75e+010	1.37e+011	1.29e+014	1.57e+018	
1.8097388e-004	1.1769064e-006	1.79e-011	2.12e-009	94.15	50.0	308.3	638729.4	0.00e+000	58.489	1.650	1.02e+001	8.36e-002	1.46e-002	1.57e+018	1.47e-009	1.69157e-002	4.20250e-005	2.31e+009	8.75e+006	1.98e+010	4.90e-016	1.15e+011	4.08e+010	1.30e+010	7.86e+010	4.87e-016	3.59e+014	4.28e+014	4.85e+012	1.43e+015	6.90e+010	1.31e+011	1.30e+014	1.56e+018	
1.8171967e-004	1.1822610e-006	1.74e-011	2.86e-009	94.58	50.0	308.4	8448828.3	0.00e+000	58.618	-1.585	1.05e+001	8.14e-002	1.46e-002	1.57e+018	1.45e-009	1.69136e-002	4.20179e-005	2.28e+009	8.65e+006	1.98e+010	4.92e-016	1.16e+011	4.08e+010	1.31e+010	7.89e+010	4.89e-016	3.61e+014	4.29e+014	4.83e+012	1.44e+015	7.02e+010	1.28e+011	1.31e+014	1.56e+018	
1.8272488e-004	1.1873888e-006	2.24e-011	3.86e-009	94.99	50.0	308.4	449909.4	0.00e+000	12.578	-0.209	2.77e-001	2.25e-002	4.95e-004	1.57e+018	1.46e-009	1.69107e-002	4.20079e-005	2.29e+009	8.79e+006	1.98e+010	4.94e-016	1.16e+011	4.09e+010	1.32e+010	7.92e+010	4.91e-016	3.63e+014	4.30e+014	4.90e+012	1.45e+015	8.69e+008	1.29e+011	1.32e+014	1.56e+018	
1.8391834e-004	1.1927506e-006	1.73e-011	4.54e-009	95.42	50.0	308.5	21824045.6	0.00e+000	45.810	1.443	5.63e+000	6.34e-002	7.78e-003	1.57e+018	1.49e-009	1.69071e-002	4.19959e-005	2.34e+009	9.09e+006	1.99e+010	4.96e-016	1.17e+011	4.10e+010	1.33e+010	7.95e+010	4.93e-016	3.66e+014	4.31e+014	5.11e+012	1.46e+015	3.30e+010	1.42e+011	1.33e+014	1.56e+018	
1.8429801e-004	1.1981839e-006	1.60e-011	6.37e-010	95.85	50.0	308.5	762229.9	0.00e+000	57.805	-1.831	9.57e+000	7.40e-002	1.23e-002	1.57e+018	1.51e-009	1.69062e-002	4.19928e-005	2.37e+009	9.21e+006	1.99e+010	4.99e-016	1.17e+011	4.10e+010	1.35e+010	7.99e+010	4.95e-016	3.66e+014	4.31e+014	4.87e+012	1.46e+015	6.55e+010	1.29e+011	1.33e+014	1.56e+018	
1.8452161e-004	1.2037106e-006	1.61e-011	8.59e-010	96.30	50.0	308.5	4689105.6	0.00e+000	58.699	1.815	9.96e+000	7.56e-002	1.28e-002	1.57e+018	1.51e-009	1.69056e-002	4.19906e-005	2.37e+009	9.22e+006	1.99e+010	5.01e-016	1.18e+011	4.11e+010	1.36e+010	8.02e+010	4.98e-016	3.67e+014	4.31e+014	4.88e+012	1.46e+015	6.65e+010	1.30e+011	1.33e+014	1.56e+018	
1.8482298e-004	1.2091081e-006	1.68e-011	1.16e-009	96.73	50.0	308.5	2221484.2	0.00e+000	58.803	-1.711	1.00e+001	7.91e-002	1.35e-002	1.57e+018	1.50e-009	1.69047e-002	4.19877e-005	2.36e+009	9.18e+006	1.99e+010	5.03e-016	1.18e+011	4.11e+010	1.37e+010	8.05e+010	5.00e-016	3.67e+014	4.32e+014	4.89e+012	1.46e+015	6.75e+010	1.30e+011	1.33e+014	1.56e+018	
1.8522919e-004	1.2145884e-006	1.77e-011	1.56e-009	97.17	50.0	308.6	1297768.9	0.00e+000	59.104	1.656	1.03e+001	8.38e-002	1.46e-002	1.57e+018	1.49e-009	1.69036e-002	4.19838e-005	2.34e+009	9.11e+006	1.98e+010	5.05e-016	1.19e+011	4.11e+010	1.39e+010	8.09e+010	5.02e-016	3.68e+014	4.32e+014	4.88e+012	1.46e+015	6.99e+010	1.30e+011	1.34e+014	1.56e+018	
1.8577669e-004	1.2199434e-006	1.75e-011	2.10e-009	97.60	50.0	308.6	14110362.4	0.00e+000	58.998	-1.571	1.04e+001	8.24e-002	1.46e-002	1.57e+018	1.48e-009	1.69020e-002	4.19786e-005	2.31e+009	9.00e+006	1.98e+010	5.07e-016	1.19e+011	4.12e+010	1.40e+010	8.12e+010	5.04e-016	3.69e+014	4.32e+014	4.87e+012	1.47e+015	7.02e+010	1.28e+011	1.34e+014	1.56e+018	
1.8651465e-004	1.2251470e-006	2.52e-011	2.83e-009	98.01	50.0	308.6	800056.5	0.00e+000	24.644	0.291	1.26e+000	4.96e-002	2.54e-003	1.57e+018	1.48e-009	1.68999e-002	4.19714e-005	2.32e+009	9.01e+006	1.98e+010	5.09e-016	1.20e+011	4.12e+010	1.41e+010	8.15e+010	5.06e-016	3.71e+014	4.33e+014	4.86e+012	1.47e+015	9.37e+008	1.26e+011	1.35e+014	1.56e+018	
1.8750931e-004	1.2304554e-006	1.85e-011	3.82e-009	98.44	50.0	308.7	51913293.5	0.00e+000	40.004	1.237	4.07e+000	5.91e-002	6.02e-003	1.57e+018	1.50e-009	1.68969e-002	4.19612e-005	2.34e+009	9.34e+006	1.99e+010	5.12e-016	1.20e+011	4.13e+010	1.43e+010	8.18e+010	5.08e-016	3.73e+014	4.34e+014	5.10e+012	1.48e+015	2.20e+010	1.37e+011	1.35e+014	1.56e+018	
1.8782661e-004	1.2358681e-006	1.61e-011	6.84e-010	98.87	50.0	308.7	1327552.4	0.00e+000	56.692	-1.788	9.03e+000	7.29e-002	1.16e-002	1.57e+018	1.53e-009	1.68962e-002	4.19585e-005	2.39e+009	9.50e+006	1.99e+010	5.14e-016	1.21e+011	4.14e+010	1.44e+010	8.21e+010	5.10e-016	3.73e+014	4.34e+014	4.91e+012	1.48e+015	6.36e+010	1.29e+011	1.36e+014	1.56e+018	
1.8806675e-004	1.2414050e-006	1.59e-011	9.22e-010	99.31	50.0	308.7	11766019.4	0.00e+000	58.951	1.825	9.93e+000	7.48e-002	1.26e-002	1.57e+018	1.53e-009	1.68955e-002	4.19562e-005	2.39e+009	9.52e+006	1.99e+010	5.16e-016	1.21e+011	4.14e+010	1.46e+010	8.24e+010	5.12e-016	3.74e+014	4.34e+014	4.92e+012	1.49e+015	6.64e+010	1.30e+011	1.36e+014	1.56e+018	
1.8839043e-004	1.2468124e-006	1.67e-011	1.24e-009	99.74	50.0	308.7	3830604.5	0.00e+000	58.998	-1.718	9.96e+000	7.88e-002	1.33e-002	1.57e+018	1.52e-009	1.68945e-002	4.19530e-005	2.38e+009	9.46e+006	1.99e+010	5.18e-016	1.22e+011	4.15e+010	1.47e+010	8.28e+010	5.14e-016	3.75e+014	4.34e+014	4.93e+012	1.49e+015	6.73e+010	1.30e+011	1.36e+014	1.56e+018	
1.8882669e-004	1.2523129e-006	1.76e-011	1.68e-009	100.19	50.0	308.8	2919018.9	0.00e+000	59.003	1.651	1.01e+001	8.32e-002	1.42e-002	1.57e+018	1.51e-009	1.68933e-002	4.19488e-005	2.36e+009	9.41e+006	1.98e+010	5.20e-016	1.22e+011	4.15e+010	1.48e+010	8.31e+010	5.16e-016	3.75e+014	4.35e+014	4.92e+012	1.49e+015	6.90e+010	1.30e+011	1.37e+014	1.56e+018	
1.8941471e-004	1.2576622e-006	1.76e-011	2.26e-009	100.61	50.0	308.8	23209801.4	0.00e+000	59.077	-1.542	1.02e+001	8.31e-002	1.44e-002	1.57e+018	1.50e-009	1.68917e-002	4.19431e-005	2.34e+009	9.31e+006	1.98e+010	5.22e-016	1.23e+011	4.15e+010	1.50e+010	8.34e+010	5.18e-016	3.77e+014	4.35e+014	4.91e+012	1.49e+015	7.07e+010	1.28e+011	1.37e+014	1.56e+018	
1.9020726e-004	1.2629920e-006	2.87e-011	3.04e-009	101.04	50.0	308.8	1565365.9	0.00e+000	44.825	1.029	5.19e+000	1.03e-001	1.19e-002	1.56e+018	1.48e-009	1.68894e-002	4.19354e-005	2.32e+009	9.17e+006	1.98e+010	5.25e-016	1.23e+011	4.16e+010	1.51e+010	8.37e+010	5.20e-016	3.78e+014	4.35e+014	4.86e+012	1.50e+015	1.34e+010	1.22e+011	1.38e+014	1.56e+018	
1.9127551e-004	1.2682160e-006	2.09e-011	4.10e-009	101.46	50.0	308.9	120104058.1	0.00e+000	29.652	0.901	2.08e+000	4.96e-002	3.48e-003	1.56e+018	1.50e-009	1.68862e-002	4.19244e-005	2.35e+009	9.53e+006	1.99e+010	5.27e-016	1.24e+011	4.17e+010	1.52e+010	8.40e+010	5.22e-016	3.81e+014	4.36e+014	5.10e+012	1.51e+015	8.95e+009	1.32e+011	1.39e+014	1.56e+018	
1.9238802e-004	1.2735860e-006	1.63e-011	4.15e-009	101.89	50.0	309.0	2343928.5	0.00e+000	54.369	-1.702	8.09e+000	7.07e-002	1.05e-002	1.56e+018	1.54e-009	1.68829e-002	4.19130e-005	2.41e+009	9.74e+006	1.99e+010	5.29e-016	1.24e+011	4.17e+010	1.54e+010	8.43e+010	5.24e-016	3.83e+014	4.37e+014	5.16e+012	1.52e+015	5.27e+010	1.40e+011	1.39e+014	1.56e+018	
1.9341154e-004	1.2791297e-006	1.57e-011	3.31e-009	102.33	50.0	309.0	30488247.5	0.00e+000	59.231	1.844	9.88e+000	7.46e-002	1.24e-002	1.56e+018	1.54e-009	1.68801e-002	4.19034e-005	2.41e+009	9.80e+006	1.99e+010	5.31e-016	1.25e+011	4.18e+010	1.55e+010	8.46e+010	5.26e-016	3.85e+014	4.38e+014	5.04e+012	1.52e+015	6.59e+010	1.34e+011	1.40e+014	1.56e+018	
1.9410364e-004	1.2845497e-006	1.66e-011	1.61e-009	102.76	50.0	309.0	6441454.9	0.00e+000	59.440	-1.738	9.95e+000	7.90e-002	1.32e-002	1.56e+018	1.54e-009	1.68782e-002	4.18968e-005	2.41e+009	9.77e+006	1.99e+010	5.33e-016	1.25e+011	4.18e+010	1.57e+010	8.49e+010	5.28e-016	3.86e+014	4.38e+014	4.94e+012	1.53e+015	6.66e+010	1.26e+011	1.41e+014	1.56e+018	
1.9466852e-004	1.2900724e-006	1.74e-011	2.17e-009	103.21	50.0	309.1	6759466.0	0.00e+000	59.481	1.663	1.00e+001	8.30e-002	1.40e-002	1.56e+018	1.53e-009	1.68765e-002	4.18914e-005	2.40e+009	9.74e+006	1.98e+010	5.35e-016	1.26e+011	4.18e+010	1.58e+010	8.52e+010	5.30e-016	3.87e+014	4.38e+014	4.94e+012	1.53e+015	6.80e+010	1.26e+011	1.41e+014	1.56e+018	
1.9542989e-004	1.2954330e-006	1.77e-011	2.92e-009	103.63	50.0	309.1	34379337.4	0.00e+000	59.316	-1.543	1.01e+001	8.42e-002	1.43e-002	1.56e+018	1.52e-009	1.68744e-002	4.18839e-005	2.38e+009	9.65e+006	1.98e+010	5.38e-016	1.26e+011	4.18e+010	1.59e+010	8.54e+010	5.32e-016	3.89e+014	4.39e+014	4.94e+012	1.54e+015	6.93e+010	1.25e+011	1.42e+014	1.56e+018	
1.9643974e-004	1.3008406e-006	1.95e-011	3.08e-009	104.07	50.0	309.2	3303978.9	0.00e+000	59.477	1.455	1.05e+001	9.27e-002	1.63e-002	1.56e+018	1.50e-009	1.68715e-002	4.18742e-005	2.34e+009	9.47e+006	1.97e+010	5.40e-016	1.27e+011	4.19e+010	1.61e+010	8.57e+010	5.34e-016	3.91e+014	4.39e+014	4.85e+012	1.54e+015	6.55e+010	1.16e+011	1.43e+014	1.56e+018	
1.9751920e-004	1.3061063e-006	2.52e-011	4.15e-009	104.49	50.0	309.2	289014502.9	0.00e+000	14.168	0.266	3.68e-001	2.85e-002	7.42e-004	1.56e+018	1.52e-009	1.68683e-002	4.18633e-005	2.37e+009	9.72e+006	1.98e+010	5.42e-016	1.27e+011	4.20e+010	1.62e+010	8.60e+010	5.36e-016	3.93e+014	4.40e+014	4.97e+012	1.55e+015	1.26e+009	1.22e+011	1.43e+014	1.56e+018	
1.9770986e-004	1.3113652e-006	1.67e-011	5.74e-010	104.91	50.0	309.2	4221224.0	0.00e+000	49.486	-1.528	6.40e+000	6.62e-002	8.57e-003	1.56e+018	1.55e-009	1.68678e-002	4.18615e-005	2.42e+009	1.00e+007	1.99e+010	5.44e-016	1.28e+011	4.21e+010	1.64e+010	8.63e+010	5.38e-016	3.94e+014	4.40e+014	4.93e+012	1.55e+015	5.24e+010	1.21e+011	1.44e+014	1.56e+018	
1.9791119e-004	1.3169117e-006	1.56e-011	7.73e-010	105.35	50.0	309.3	88244525.0	0.00e+000	58.767	1.835	9.56e+000	7.35e-002	1.19e-002	1.56e+018	1.56e-009	1.68672e-002	4.18595e-005	2.44e+009	1.01e+007	1.99e+010	5.46e-016	1.28e+011	4.21e+010	1.65e+010	8.66e+010	5.40e-016	3.94e+014	4.40e+014	4.95e+012	1.56e+015	6.53e+010	1.23e+011	1.44e+014	1.56e+018	
1.9818254e-004	1.3223505e-006	1.64e-011	1.04e-009	105.79	50.0	309.3	10531715.3	0.00e+000	59.807	-1.769	9.93e+000	7.86e-002	1.31e-002	1.56e+018	1.56e-009	1.68665e-002	4.18568e-005	2.43e+009	1.01e+007	1.98e+010	5.48e-016	1.29e+011	4.21e+010	1.66e+010	8.69e+010	5.42e-016	3.95e+014	4.40e+014	4.96e+012	1.56e+015	6.66e+010	1.24e+011	1.44e+014	1.56e+018	
1.9854829e-004	1.3279033e-006	1.69e-011	1.40e-009	106.23	50.0	309.3	20239579.3	0.00e+000	59.879	1.699	1.00e+001	8.10e-002	1.36e-002	1.56e+018	1.55e-009	1.68654e-002	4.18532e-005	2.42e+009	1.01e+007	1.98e+010	5.51e-016	1.29e+011	4.22e+010	1.68e+010	8.72e+010	5.44e-016	3.95e+014	4.40e+014	4.97e+012	1.56e+015	6.76e+010	1.24e+011	1.44e+014	1.56e+018	
1.9904127e-004	1.3332669e-006	1.75e-011	1.89e-009	106.66	50.0	309.3	57580904.7	0.00e+000	60.382	-1.589	1.03e+001	8.45e-002	1.44e-002	1.56e+018	1.55e-009	1.68640e-002	4.18483e-005	2.42e+009	9.99e+006	1.98e+010	5.53e-016	1.30e+011	4.22e+010	1.69e+010	8.75e+010	5.46e-016	3.96e+014	4.41e+014	4.97e+012	1.56e+015	6.98e+010	1.24e+011	1.45e+014	1.56e+018	
1.9969477e-004	1.3387178e-006	1.94e-011	2.27e-009	107.10	50.0	309.4	7960659.6	0.00e+000	59.925	1.508	1.03e+001	9.29e-002	1.60e-002	1.56e+018	1.53e-009	1.68622e-002	4.18420e-005	2.38e+009	9.83e+006	1.97e+010	5.55e-016	1.30e+011	4.23e+010	1.71e+010	8.78e+010	5.48e-016	3.98e+014	4.41e+014	4.93e+012	1.57e+015	7.06e+010	1.20e+011	1.45e+014	1.56e+018	
2.0047834e-004	1.3441101e-006	2.14e-011	1.72e-009	107.53	50.0	309.4	539116010.8	0.00e+000	40.530	-0.731	3.97e+000	6.95e-002	6.81e-003	1.56e+018	1.53e-009	1.68599e-002	4.18343e-005	2.38e+009	9.81e+006	1.97e+010	5.57e-016	1.31e+011	4.23e+010	1.72e+010	8.80e+010	5.50e-016	3.99e+014	4.41e+014	4.92e+012	1.57e+015	6.25e+009	1.18e+011	1.46e+014	1.56e+018	
2.0108332e-004	1.3492166e-006	1.77e-011	2.32e-009	107.94	50.0	309.4	8097987.0	0.00e+000	39.606	-1.198	3.79e+000	5.62e-002	5.38e-003	1.56e+018	1.54e-009	1.68580e-002	4.18279e-005	2.41e+009	1.02e+007	1.98e+010	5.59e-016	1.31e+011	4.24e+010	1.74e+010	8.83e+010	5.52e-016	4.01e+014	4.42e+014	5.10e+012	1.58e+015	2.22e+010	1.26e+011	1.46e+014	1.56e+018	
2.0189876e-004	1.3547462e-006	1.59e-011	3.13e-009	108.38	50.0	309.5	336045460.9	0.00e+000	55.995	1.749	8.44e+000	7.11e-002	1.07e-002	1.56e+018	1.57e-009	1.68556e-002	4.18196e-005	2.46e+009	1.04e+007	1.98e+010	5.61e-016	1.32e+011	4.25e+010	1.75e+010	8.86e+010	5.54e-016	4.03e+014	4.42e+014	5.15e+012	1.58e+015	5.60e+010	1.32e+011	1.47e+014	1.56e+018	
2.0221026e-004	1.3601995e-006	1.62e-011	2.34e-010	108.82	50.0	309.5	20356977.3	0.00e+000	60.212	-1.811	9.94e+000	7.81e-002	1.29e-002	1.56e+018	1.57e-009	1.68549e-002	4.18170e-005	2.46e+009	1.04e+007	1.98e+010	5.64e-016	1.32e+011	4.25e+010	1.76e+010	8.89e+010	5.56e-016	4.03e+014	4.42e+014	4.97e+012	1.59e+015	6.22e+010	1.19e+011	1.47e+014	1.56e+018	
2.0229255e-004	1.3657770e-006	1.66e-011	3.16e-010	109.26	50.0	309.5	67318609.1	0.00e+000	60.107	1.737	9.95e+000	7.98e-002	1.32e-002	1.56e+018	1.57e-009	1.68546e-002	4.18162e-005	2.45e+009	1.03e+007	1.98e+010	5.66e-016	1.33e+011	4.26e+010	1.78e+010	8.92e+010	5.58e-016	4.03e+014	4.42e+014	4.97e+012	1.59e+015	6.45e+010	1.19e+011	1.47e+014	1.56e+018	
2.0240346e-004	1.3711569e-006	1.72e-011	4.26e-010	109.69	50.0	309.5	91353172.2	0.00e+000	60.366	-1.615	1.01e+001	8.33e-002	1.39e-002	1.56e+018	1.57e-009	1.68543e-002	4.18151e-005	2.45e+009	1.03e+007	1.98e+010	5.68e-016	1.33e+011	4.26e+010	1.79e+010	8.95e+010	5.60e-016	4.03e+014	4.42e+014	4.97e+012	1.59e+015	6.54e+010	1.20e+011	1.47e+014	1.56e+018	
2.0255295e-004	1.3766539e-006	1.87e-011	5.74e-010	110.13	50.0	309.5	22361991.8	0.00e+000	60.637	1.558	1.03e+001	9.07e-002	1.54e-002	1.56e+018	1.55e-009	1.68539e-002	4.18137e-005	2.42e+009	1.01e+007	1.97e+010	5.70e-016	1.34e+011	4.27e+010	1.81e+010	8.97e+010	5.62e-016	4.04e+014	4.42e+014	4.97e+012	1.59e+015	6.09e+010	1.19e+011	1.47e+014	1.56e+018	
